"";"ID";"Name_submitted";"Overall_score";"Name_matched_id";"Name_matched";"Name_score";"Name_matched_rank";"Author_submitted";"Author_matched";"Author_score";"Canonical_author";"Name_matched_accepted_family";"Genus_submitted";"Genus_matched";"Genus_score";"Specific_epithet_submitted";"Specific_epithet_matched";"Specific_epithet_score";"Family_submitted";"Family_matched";"Family_score";"Infraspecific_rank";"Infraspecific_epithet_matched";"Infraspecific_epithet_score";"Infraspecific_rank_2";"Infraspecific_epithet_2_matched";"Infraspecific_epithet_2_score";"Annotations";"Unmatched_terms";"Name_matched_url";"Name_matched_lsid";"Phonetic";"Taxonomic_status";"Accepted_name";"Accepted_species";"Accepted_name_author";"Accepted_name_id";"Accepted_name_rank";"Accepted_name_url";"Accepted_name_lsid";"Accepted_family";"Overall_score_order";"Highertaxa_score_order";"Source";"Warnings";"WarningsEng"
"49";"49";"Genista_tinctoria";0,9;"209060";"Genista tinctoria";1;"species";"";"";NA;"L.";"Fabaceae";"Genista";"Genista";1;"tinctoria";"tinctoria";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:496408-1";"";"Y";"Accepted";"Genista tinctoria";"Genista tinctoria";"L.";"209060";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:496408-1";"";"Fabaceae";"1";"1";"wcvp";"0";""
"50";"50";"Gentiana_clusii";0,9;"689692";"Gentiana clusii";1;"species";"";"";NA;"Perr. & Songeon";"Gentianaceae";"Gentiana";"Gentiana";1;"clusii";"clusii";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:367989-1";"";"Y";"Accepted";"Gentiana clusii";"Gentiana clusii";"Perr. & Songeon";"689692";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:367989-1";"";"Gentianaceae";"1";"1";"wcvp";"0";""
"51";"51";"Gentiana_verna";0,9;"691347";"Gentiana verna";1;"species";"";"";NA;"L.";"Gentianaceae";"Gentiana";"Gentiana";1;"verna";"verna";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:369094-1";"";"Y";"Accepted";"Gentiana verna";"Gentiana verna";"L.";"691347";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:369094-1";"";"Gentianaceae";"1";"1";"wcvp";"0";""
"52";"52";"Globularia_cordifolia";0,9;"696224";"Globularia cordifolia";1;"species";"";"";NA;"L.";"Plantaginaceae";"Globularia";"Globularia";1;"cordifolia";"cordifolia";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:813062-1";"";"Y";"Accepted";"Globularia cordifolia";"Globularia cordifolia";"L.";"696224";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:813062-1";"";"Plantaginaceae";"1";"1";"wcvp";"0";""
"53";"53";"Globularia_bisnagarica";0,9;"696215";"Globularia bisnagarica";1;"species";"";"";NA;"L.";"Plantaginaceae";"Globularia";"Globularia";1;"bisnagarica";"bisnagarica";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:813058-1";"";"Y";"Accepted";"Globularia bisnagarica";"Globularia bisnagarica";"L.";"696215";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:813058-1";"";"Plantaginaceae";"1";"1";"wcvp";"0";""
"54";"54";"Gymnadenia_conopsea";0,9;"967926";"Gymnadenia conopsea";1;"species";"";"";NA;"(L.) R.Br.";"Orchidaceae";"Gymnadenia";"Gymnadenia";1;"conopsea";"conopsea";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:636509-1";"";"Y";"Accepted";"Gymnadenia conopsea";"Gymnadenia conopsea";"(L.) R.Br.";"967926";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:636509-1";"";"Orchidaceae";"1";"1";"wcvp";"0";""
"55";"55";"Helianthemum_nummularium_ssp_obscurum";0,9;"1697354";"Helianthemum nummularium subsp. obscurum";1;"subspecies";"";"";NA;"(Pers.) Holub";"Cistaceae";"Helianthemum";"Helianthemum";1;"nummularium";"nummularium";1;"";"";NA;"subsp.";"obscurum";1;"";"";NA;"";"___";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77251819-1";"";"Y";"Accepted";"Helianthemum nummularium subsp. obscurum";"Helianthemum nummularium";"(Pers.) Holub";"1697354";"subspecies";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77251819-1";"";"Cistaceae";"1";"1";"wcvp";"0";""
"56";"56";"Helictotrichon_pratense";0,9;"865648";"Helictotrichon pratense";1;"species";"";"";NA;"(L.) Pilg.";"Poaceae";"Helictotrichon";"Helictotrichon";1;"pratense";"pratense";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:404619-1";"";"Y";"Synonym";"Helictochloa pratensis";"Helictochloa pratensis";"(L.) Romero Zarco";"914381";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77113502-1";"";"Poaceae";"1";"1";"wcvp";"0";""
"57";"57";"Helictotrichon_pubescens";0,9;"865667";"Helictotrichon pubescens";1;"species";"";"";NA;"(Huds.) Schult. & Schult.f.";"Poaceae";"Helictotrichon";"Helictotrichon";1;"pubescens";"pubescens";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://www.worldfloraonline.org/taxon/wfo-0000873950";"";"Y";"Accepted";"Helictotrichon pubescens";"Helictotrichon pubescens";"(Huds.) Schult. & Schult.f.";"865667";"species";"https://www.worldfloraonline.org/taxon/wfo-0000873950";"";"Poaceae";"1";"1";"wfo";"0";""
"58";"58";"Hippocrepis_comosa";0,9;"209086";"Hippocrepis comosa";1;"species";"";"";NA;"L.";"Fabaceae";"Hippocrepis";"Hippocrepis";1;"comosa";"comosa";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:498352-1";"";"Y";"Accepted";"Hippocrepis comosa";"Hippocrepis comosa";"L.";"209086";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:498352-1";"";"Fabaceae";"1";"1";"wcvp";"0";""
"59";"59";"Hypochaeris_maculata";0,9;"18056";"Hypochaeris maculata";1;"species";"";"";NA;"L.";"Asteraceae";"Hypochaeris";"Hypochaeris";1;"maculata";"maculata";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:225539-1";"";"Y";"Accepted";"Hypochaeris maculata";"Hypochaeris maculata";"L.";"18056";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:225539-1";"";"Asteraceae";"1";"1";"wcvp";"0";""
"60";"60";"Inula_hirta";0,9;"119018";"Inula hirta";1;"species";"";"";NA;"Pollich";"Asteraceae";"Inula";"Inula";1;"hirta";"hirta";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:225926-1";"";"Y";"Illegitimate";"Pentanema britannica";"Pentanema britannica";"(L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.";"1435409";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77178407-1";"";"Asteraceae";"1";"4";"wcvp";"6";"[Ambiguous] [HigherTaxa]"
"61";"61";"Knautia_arvensis";0,9;"351568";"Knautia arvensis";1;"species";"";"";NA;"(L.) Coult.";"Caprifoliaceae";"Knautia";"Knautia";1;"arvensis";"arvensis";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:319318-1";"";"Y";"Accepted";"Knautia arvensis";"Knautia arvensis";"(L.) Coult.";"351568";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:319318-1";"";"Caprifoliaceae";"1";"1";"wcvp";"2";"[Ambiguous]"
"62";"62";"Koeleria_macrantha";0,9;"868869";"Koeleria macrantha";1;"species";"";"";NA;"(Ledeb.) Schult.";"Poaceae";"Koeleria";"Koeleria";1;"macrantha";"macrantha";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:406615-1";"";"Y";"Accepted";"Koeleria macrantha";"Koeleria macrantha";"(Ledeb.) Schult.";"868869";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:406615-1";"";"Poaceae";"1";"1";"wcvp";"0";""
"63";"63";"Koeleria_pyramidata";0,9;"869000";"Koeleria pyramidata";1;"species";"";"";NA;"(Lam.) P.Beauv.";"Poaceae";"Koeleria";"Koeleria";1;"pyramidata";"pyramidata";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:406677-1";"";"Y";"Accepted";"Koeleria pyramidata";"Koeleria pyramidata";"(Lam.) P.Beauv.";"869000";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:406677-1";"";"Poaceae";"1";"1";"wcvp";"0";""
"64";"64";"Leontodon_hispidus";0,9;"18560";"Leontodon hispidus";1;"species";"";"";NA;"L.";"Asteraceae";"Leontodon";"Leontodon";1;"hispidus";"hispidus";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:229358-1";"";"Y";"Accepted";"Leontodon hispidus";"Leontodon hispidus";"L.";"18560";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:229358-1";"";"Asteraceae";"1";"1";"wcvp";"0";""
"65";"65";"Leontodon_incanus";0,9;"1615654";"Leontodon incanus";1;"species";"";"";NA;"(L.) Schrank";"Asteraceae";"Leontodon";"Leontodon";1;"incanus";"incanus";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:229368-1";"";"Y";"Accepted";"Leontodon incanus";"Leontodon incanus";"(L.) Schrank";"1615654";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:229368-1";"";"Asteraceae";"1";"1";"wcvp";"0";""
"66";"66";"Leucanthemum_vulgare";0,9;"37102";"Leucanthemum vulgare";1;"species";"";"";NA;"Lam.";"Asteraceae";"Leucanthemum";"Leucanthemum";1;"vulgare";"vulgare";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30296198-2";"";"Y";"Accepted";"Leucanthemum vulgare";"Leucanthemum vulgare";"Lam.";"37102";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30296198-2";"";"Asteraceae";"1";"1";"wcvp";"0";""
"67";"67";"Linum_catharticum";0,9;"358626";"Linum catharticum";1;"species";"";"";NA;"L.";"Linaceae";"Linum";"Linum";1;"catharticum";"catharticum";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:544405-1";"";"Y";"Accepted";"Linum catharticum";"Linum catharticum";"L.";"358626";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:544405-1";"";"Linaceae";"1";"1";"wcvp";"0";""
"68";"68";"Linum_perenne";0,9;"358177";"Linum perenne";1;"species";"";"";NA;"L.";"Linaceae";"Linum";"Linum";1;"perenne";"perenne";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:544634-1";"";"Y";"Accepted";"Linum perenne";"Linum perenne";"L.";"358177";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:544634-1";"";"Linaceae";"1";"1";"wcvp";"0";""
"69";"69";"Lotus_corniculatus_var_corniculatus";0,9;"1048105";"Lotus corniculatus var. corniculatus";1;"variety";"";"";NA;"";"Fabaceae";"Lotus";"Lotus";1;"corniculatus";"corniculatus";1;"";"";NA;"var.";"corniculatus";1;"";"";NA;"";"___";"https://www.worldfloraonline.org/taxon/wfo-0001061412";"";"Y";"Synonym";"Lotus corniculatus";"Lotus corniculatus";"L.";"207542";"species";"https://www.worldfloraonline.org/taxon/wfo-0000212180";"";"Fabaceae";"1";"1";"wfo";"0";""
"70";"70";"Lotus_corniculatus_var_hirsutus";0,9;"1431888";"Lotus corniculatus var. hirsutus";1;"variety";"";"";NA;"Hartm.";"Fabaceae";"Lotus";"Lotus";1;"corniculatus";"corniculatus";1;"";"";NA;"var.";"hirsutus";1;"";"";NA;"";"___";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3284158-4";"";"Y";"Synonym";"Lotus corniculatus subsp. corniculatus";"Lotus corniculatus";"";"209424";"subspecies";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190398-1";"";"Fabaceae";"1";"2";"wcvp";"6";"[Ambiguous] [HigherTaxa]"
"71";"71";"Papaver_rhoeas";0,9;"474842";"Papaver rhoeas";1;"species";"";"";NA;"L.";"Papaveraceae";"Papaver";"Papaver";1;"rhoeas";"rhoeas";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:306058-2";"";"Y";"Accepted";"Papaver rhoeas";"Papaver rhoeas";"L.";"474842";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:306058-2";"";"Papaveraceae";"1";"1";"wcvp";"0";""
"72";"72";"Peucedanum_oreoselinum";0,9;"1596576";"Peucedanum oreoselinum";1;"species";"";"";NA;"(L.) Moench";"Apiaceae";"Peucedanum";"Peucedanum";1;"oreoselinum";"oreoselinum";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:846307-1";"";"Y";"Accepted";"Peucedanum oreoselinum";"Peucedanum oreoselinum";"(L.) Moench";"1596576";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:846307-1";"";"Apiaceae";"1";"1";"wcvp";"0";""
"73";"73";"Phleum_phleoides";0,9;"881795";"Phleum phleoides";1;"species";"";"";NA;"(L.) H.Karst.";"Poaceae";"Phleum";"Phleum";1;"phleoides";"phleoides";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:415866-1";"";"Y";"Accepted";"Phleum phleoides";"Phleum phleoides";"(L.) H.Karst.";"881795";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:415866-1";"";"Poaceae";"1";"1";"wcvp";"0";""
"74";"74";"Pilosella_officinarum";0,9;"68007";"Pilosella officinarum";1;"species";"";"";NA;"Vaill.";"Asteraceae";"Pilosella";"Pilosella";1;"officinarum";"officinarum";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77133566-1";"";"Y";"Accepted";"Pilosella officinarum";"Pilosella officinarum";"Vaill.";"68007";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77133566-1";"";"Asteraceae";"1";"1";"wcvp";"0";""
"75";"75";"Pimpinella_saxifraga";0,9;"385605";"Pimpinella saxifraga";1;"species";"";"";NA;"L.";"Apiaceae";"Pimpinella";"Pimpinella";1;"saxifraga";"saxifraga";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:847025-1";"";"Y";"Accepted";"Pimpinella saxifraga";"Pimpinella saxifraga";"L.";"385605";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:847025-1";"";"Apiaceae";"1";"1";"wcvp";"0";""
"76";"76";"Plantago_lanceolata";0,9;"480414";"Plantago lanceolata";1;"species";"";"";NA;"L.";"Plantaginaceae";"Plantago";"Plantago";1;"lanceolata";"lanceolata";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:321285-2";"";"Y";"Accepted";"Plantago lanceolata";"Plantago lanceolata";"L.";"480414";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:321285-2";"";"Plantaginaceae";"1";"1";"wcvp";"0";""
"77";"77";"Plantago_media";0,9;"480384";"Plantago media";1;"species";"";"";NA;"L.";"Plantaginaceae";"Plantago";"Plantago";1;"media";"media";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:685411-1";"";"Y";"Accepted";"Plantago media";"Plantago media";"L.";"480384";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:685411-1";"";"Plantaginaceae";"1";"1";"wcvp";"0";""
"78";"78";"Platanthera_bifolia";0,9;"269363";"Platanthera bifolia";1;"species";"";"";NA;"(L.) Rich.";"Orchidaceae";"Platanthera";"Platanthera";1;"bifolia";"bifolia";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:651671-1";"";"Y";"Accepted";"Platanthera bifolia";"Platanthera bifolia";"(L.) Rich.";"269363";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:651671-1";"";"Orchidaceae";"1";"1";"wcvp";"0";""
"79";"79";"Poa_angustifolia";0,9;"883214";"Poa angustifolia";1;"species";"";"";NA;"L.";"Poaceae";"Poa";"Poa";1;"angustifolia";"angustifolia";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:320037-2";"";"Y";"Accepted";"Poa angustifolia";"Poa angustifolia";"L.";"883214";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:320037-2";"";"Poaceae";"1";"1";"wcvp";"0";""
"80";"80";"Polygala_amarella";0,9;"477869";"Polygala amarella";1;"species";"";"";NA;"Crantz";"Polygalaceae";"Polygala";"Polygala";1;"amarella";"amarella";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:691020-1";"";"Y";"Accepted";"Polygala amarella";"Polygala amarella";"Crantz";"477869";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:691020-1";"";"Polygalaceae";"1";"1";"wcvp";"0";""
"81";"81";"Polygala_chamaebuxus";0,9;"478328";"Polygala chamaebuxus";1;"species";"";"";NA;"L.";"Polygalaceae";"Polygala";"Polygala";1;"chamaebuxus";"chamaebuxus";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:691235-1";"";"Y";"Synonym";"Polygaloides chamaebuxus";"Polygaloides chamaebuxus";"(L.) O.Schwarz";"481803";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:692612-1";"";"Polygalaceae";"1";"1";"wcvp";"0";""
"82";"82";"Polygala_vulgaris";0,9;"481910";"Polygala vulgaris";1;"species";"";"";NA;"L.";"Polygalaceae";"Polygala";"Polygala";1;"vulgaris";"vulgaris";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:692570-1";"";"Y";"Accepted";"Polygala vulgaris";"Polygala vulgaris";"L.";"481910";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:692570-1";"";"Polygalaceae";"1";"1";"wcvp";"0";""
"83";"83";"Polygonatum_odoratum";0,9;"708434";"Polygonatum odoratum";1;"species";"";"";NA;"(Mill.) Druce";"Asparagaceae";"Polygonatum";"Polygonatum";1;"odoratum";"odoratum";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:540195-1";"";"Y";"Accepted";"Polygonatum odoratum";"Polygonatum odoratum";"(Mill.) Druce";"708434";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:540195-1";"";"Asparagaceae";"1";"1";"wcvp";"0";""
"84";"84";"Potentilla_alba";0,9;"976950";"Potentilla alba";1;"species";"";"";NA;"L.";"Rosaceae";"Potentilla";"Potentilla";1;"alba";"alba";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:324728-2";"";"Y";"Accepted";"Potentilla alba";"Potentilla alba";"L.";"976950";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:324728-2";"";"Rosaceae";"1";"1";"wcvp";"0";""
"85";"85";"Potentilla_incana";0,9;"1691566";"Potentilla incana";1;"species";"";"";NA;"P.Gaertn., B.Mey. & Scherb.";"Rosaceae";"Potentilla";"Potentilla";1;"incana";"incana";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:728277-1";"";"Y";"Accepted";"Potentilla incana";"Potentilla incana";"P.Gaertn., B.Mey. & Scherb.";"1691566";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:728277-1";"";"Rosaceae";"1";"1";"wcvp";"0";""
"86";"86";"Primula_veris";0,9;"476574";"Primula veris";1;"species";"";"";NA;"L.";"Primulaceae";"Primula";"Primula";1;"veris";"veris";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:702751-1";"";"Y";"Accepted";"Primula veris";"Primula veris";"L.";"476574";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:702751-1";"";"Primulaceae";"1";"1";"wcvp";"0";""
"87";"87";"Prunella_grandiflora";0,9;"278700";"Prunella grandiflora";1;"species";"";"";NA;"(L.) Turra";"Lamiaceae";"Prunella";"Prunella";1;"grandiflora";"grandiflora";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60464253-2";"";"Y";"Accepted";"Prunella grandiflora";"Prunella grandiflora";"(L.) Turra";"278700";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60464253-2";"";"Lamiaceae";"1";"1";"wcvp";"0";""
"88";"88";"Pulsatilla_patens";0,9;"465740";"Pulsatilla patens";1;"species";"";"";NA;"(L.) Mill.";"Ranunculaceae";"Pulsatilla";"Pulsatilla";1;"patens";"patens";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30094592-2";"";"Y";"Accepted";"Pulsatilla patens";"Pulsatilla patens";"(L.) Mill.";"465740";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30094592-2";"";"Ranunculaceae";"1";"1";"wcvp";"0";""
"89";"89";"Pulsatilla_vulgaris";0,9;"465691";"Pulsatilla vulgaris";1;"species";"";"";NA;"Mill.";"Ranunculaceae";"Pulsatilla";"Pulsatilla";1;"vulgaris";"vulgaris";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:712079-1";"";"Y";"Accepted";"Pulsatilla vulgaris";"Pulsatilla vulgaris";"Mill.";"465691";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:712079-1";"";"Ranunculaceae";"1";"1";"wcvp";"0";""
"90";"90";"Ranunculus_bulbosus";0,9;"455563";"Ranunculus bulbosus";1;"species";"";"";NA;"L.";"Ranunculaceae";"Ranunculus";"Ranunculus";1;"bulbosus";"bulbosus";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:712367-1";"";"Y";"Accepted";"Ranunculus bulbosus";"Ranunculus bulbosus";"L.";"455563";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:712367-1";"";"Ranunculaceae";"1";"1";"wcvp";"0";""
"91";"91";"Rhamnus_cathartica";0,9;"454245";"Rhamnus cathartica";1;"species";"";"";NA;"L.";"Rhamnaceae";"Rhamnus";"Rhamnus";1;"cathartica";"cathartica";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:718256-1";"";"Y";"Accepted";"Rhamnus cathartica";"Rhamnus cathartica";"L.";"454245";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:718256-1";"";"Rhamnaceae";"1";"1";"wcvp";"0";""
"92";"92";"Rhamnus_saxatilis";0,9;"454003";"Rhamnus saxatilis";1;"species";"";"";NA;"Jacq.";"Rhamnaceae";"Rhamnus";"Rhamnus";1;"saxatilis";"saxatilis";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:718640-1";"";"Y";"Accepted";"Rhamnus saxatilis";"Rhamnus saxatilis";"Jacq.";"454003";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:718640-1";"";"Rhamnaceae";"1";"1";"wcvp";"0";""
"93";"93";"Rhinanthus_glacialis";0,9;"1123791";"Rhinanthus glacialis";1;"species";"";"";NA;"Personnat";"Orobanchaceae";"Rhinanthus";"Rhinanthus";1;"glacialis";"glacialis";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:808763-1";"";"Y";"Accepted";"Rhinanthus glacialis";"Rhinanthus glacialis";"Personnat";"1123791";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:808763-1";"";"Orobanchaceae";"1";"1";"wcvp";"0";""
"94";"94";"Rubus_caesius";0,9;"1007437";"Rubus caesius";1;"species";"";"";NA;"L.";"Rosaceae";"Rubus";"Rubus";1;"caesius";"caesius";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:735608-1";"";"Y";"Accepted";"Rubus caesius";"Rubus caesius";"L.";"1007437";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:735608-1";"";"Rosaceae";"1";"1";"wcvp";"0";""
"95";"95";"Salvia_pratensis";0,9;"296972";"Salvia pratensis";1;"species";"";"";NA;"L.";"Lamiaceae";"Salvia";"Salvia";1;"pratensis";"pratensis";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:457007-1";"";"Y";"Accepted";"Salvia pratensis";"Salvia pratensis";"L.";"296972";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:457007-1";"";"Lamiaceae";"1";"1";"wcvp";"0";""
"96";"96";"Sanguisorba_minor";0,9;"1006035";"Sanguisorba minor";1;"species";"";"";NA;"Scop.";"Rosaceae";"Sanguisorba";"Sanguisorba";1;"minor";"minor";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:741394-1";"";"Y";"Accepted";"Sanguisorba minor";"Sanguisorba minor";"Scop.";"1006035";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:741394-1";"";"Rosaceae";"1";"1";"wcvp";"0";""
"97";"97";"Scabiosa_canescens";0,9;"494058";"Scabiosa canescens";1;"species";"";"";NA;"Waldst. & Kit.";"Caprifoliaceae";"Scabiosa";"Scabiosa";1;"canescens";"canescens";1;"";"";NA;"";"";NA;"";"";NA;"";"_";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:319769-1";"";"Y";"Accepted";"Scabiosa canescens";"Scabiosa canescens";"Waldst. & Kit.";"494058";"species";"https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:319769-1";"";"Caprifoliaceae";"1";"1";"wcvp";"0";""
